epoch,leftear,loss,lr,rightear,snout,tailbase,val_leftear,val_loss,val_rightear,val_snout,val_tailbase
0,0.0080425925552845,0.007565607316792011,1e-04,0.007314372342079878,0.00739671615883708,0.007508766837418079,0.005573734641075134,0.004407865926623344,0.00457290094345808,0.0039016460068523884,0.003583181882277131
1,0.005257109645754099,0.0038347062654793262,1e-04,0.004548246506601572,0.0026142660062760115,0.00291920336894691,0.00558508513495326,0.0034920324105769396,0.0034647926222532988,0.0027632208075374365,0.0021550306119024754
2,0.004621356725692749,0.002968426328152418,1e-04,0.004051122814416885,0.0015553486300632358,0.0016458784230053425,0.0041081588715314865,0.0024024047888815403,0.0027471561916172504,0.0016351899830624461,0.0011191130615770817
3,0.0042201802134513855,0.0025560581125319004,1e-04,0.003681647591292858,0.0012895140098407865,0.0010328914504498243,0.0034411814995110035,0.002054839860647917,0.00224170065484941,0.00164123740978539,0.0008952388889156282
4,0.0034836893901228905,0.0020911770407110453,1e-04,0.003026785561814904,0.0009805159643292427,0.0008737177704460919,0.0024473273660987616,0.0016642368864268064,0.0020683505572378635,0.0014066965086385608,0.0007345729973167181
5,0.0029155262745916843,0.0017371783033013344,1e-04,0.0023480469826608896,0.0009562999475747347,0.0007288404740393162,0.0026358370669186115,0.001743271597661078,0.0020101505797356367,0.001435518846847117,0.0008915797807276249
6,0.0021912476513534784,0.001403066678903997,1e-04,0.001983087044209242,0.000810550875030458,0.0006273809703998268,0.0014493343187496066,0.001047618337906897,0.001028738683089614,0.0008895841310732067,0.0008228163351304829
7,0.0013449740363284945,0.0009486856870353222,1e-04,0.0013055019080638885,0.0006710231536999345,0.00047324481420218945,0.001146232825703919,0.0009127402445301414,0.0009359747637063265,0.0009180515771731734,0.0006507016369141638
8,0.0012135779252275825,0.000834146689157933,1e-04,0.001146939117461443,0.0005825514090247452,0.0003935184795409441,0.0006313601043075323,0.0007190644973888993,0.0008186876075342298,0.0007326871273107827,0.0006935229757800698
9,0.0008002633112482727,0.0006207054248079658,1e-04,0.0008716611773706973,0.0004687268810812384,0.0003421705914661288,0.0007177564548328519,0.0007039845222607255,0.0007367479265667498,0.0008291069534607232,0.000532326870597899
10,0.0006772834458388388,0.0005352303851395845,1e-04,0.0007174090715125203,0.00044383329804986715,0.0003023963363375515,0.0006923306500539184,0.0006300680106505752,0.0005897851078771055,0.0006819996051490307,0.0005561566795222461
11,0.0005995418759994209,0.0004715991672128439,1e-04,0.0006243103416636586,0.0004186498117633164,0.00024389574537053704,0.000593515404034406,0.0006683721439912915,0.0007968263817019761,0.0007785472553223372,0.0005045996513217688
12,0.0005320955533534288,0.00043440458830446005,1e-04,0.0005957817193120718,0.0003762544656638056,0.00023348652757704258,0.0006364830769598484,0.0005889778258278966,0.0005541744758374989,0.0006352728232741356,0.0005299807526171207
13,0.00039782701060175896,0.0003538201272021979,1e-04,0.0004585007263813168,0.00034159154165536165,0.00021736178314313293,0.0010306501062586904,0.0008062743581831455,0.001103734946809709,0.000687192368786782,0.000403520098188892
14,0.00048715542652644217,0.0004065207904204726,1e-04,0.0005261655314825475,0.00037230888847261667,0.0002404531551292166,0.0006713143084198236,0.0006280398229137063,0.0006804634467698634,0.00075030408333987,0.0004100772785022855
15,0.00036260345950722694,0.0003278603544458747,1e-04,0.00040537776658311486,0.00034339152625761926,0.00020006885461043566,0.0005081722047179937,0.0004812666738871485,0.0005168832140043378,0.0005024349666200578,0.00039757616468705237
16,0.0002162913588108495,0.0002171744272345677,1e-04,0.0002738444600254297,0.0002330342831555754,0.00014552765060216188,0.000491154904011637,0.0005655984859913588,0.0006403388688340783,0.0007386651122942567,0.00039223500061780214
17,0.00024649716215208173,0.0002407766442047432,1e-04,0.00029248083592392504,0.00028131535509601235,0.0001428134273737669,0.0005417074426077306,0.0005935035878792405,0.0006494876579381526,0.0008649870287626982,0.0003178320184815675
18,0.00023069241433404386,0.000217030945350416,1e-04,0.00026476202765479684,0.00022779045684728771,0.00014487886801362038,0.000450974446721375,0.0005042357370257378,0.0006176924798637629,0.000586983107496053,0.00036129317595623434
19,0.00024515355471521616,0.00022173477918840945,1e-04,0.00027036474784836173,0.0002406009443802759,0.00013082000077702105,0.0005565308965742588,0.0005429580924101174,0.0006994040450081229,0.0006249332800507545,0.00029096397338435054
20,0.00027389926253817976,0.000259693362750113,1e-04,0.0003238579665776342,0.0002741365460678935,0.0001668799523031339,0.0006283221882767975,0.0005654875421896577,0.0007833677809685469,0.000548742595128715,0.0003015174006577581
21,0.00016660428082104772,0.00016279098053928465,5e-05,0.00020647743076551706,0.00018075533444061875,9.732681064633653e-05,0.0007060909410938621,0.0005941041745245457,0.0008235939894802868,0.0005600547301582992,0.00028667712467722595
22,0.0001311780943069607,0.0001396831648889929,5e-05,0.00017308366659563035,0.00016907096141949296,8.539988630218431e-05,0.0003951263497583568,0.0004163443227298558,0.0005192132666707039,0.000530033721588552,0.00022100393834989518
23,0.00012945124763064086,0.0001323168253293261,5e-05,0.00016433620476163924,0.0001523550890851766,8.312486170325428e-05,0.00034309577313251793,0.00035339134046807885,0.00038223323645070195,0.0004978729994036257,0.0001903634547488764
24,0.00012656669423449785,0.00012679524661507457,5e-05,0.0001568544830661267,0.00014261931937653571,8.114065713016316e-05,0.0005597363924607635,0.0004817376902792603,0.0006257403874769807,0.0005226789508014917,0.0002187949576182291
25,0.0001098014836315997,0.00011155931133544073,5e-05,0.00013894002768211067,0.00012415811943355948,7.333750545512885e-05,0.0004169987514615059,0.0004239112604409456,0.0005950171034783125,0.0004782078030984849,0.00020542126731015742
26,0.00010522146476432681,0.0001135154816438444,5e-05,0.00014085757720749825,0.00013369793305173516,7.42849733796902e-05,0.0005360865616239607,0.00048344480455853045,0.0006450940272770822,0.0005340276984497905,0.00021857071260455996
27,0.00010837495210580528,0.00011353355512255803,5e-05,0.0001388058008160442,0.00013356926501728594,7.338434807024896e-05,0.00039255464798770845,0.0003971984260715544,0.0005176117410883307,0.0004453746951185167,0.00023325264919549227
28,0.00010477870819158852,0.00010624932474456728,5e-05,0.00012954013072885573,0.00011845905828522518,7.221934356493875e-05,0.000355545460479334,0.0004058432823512703,0.0004947775742039084,0.0005242896149866283,0.00024876047973521054
29,9.703227988211438e-05,0.00010305020259693265,2.5e-05,0.000130290980450809,0.00011674561392283067,6.813200161559507e-05,0.0004465441743377596,0.0004052931326441467,0.0006166325765661895,0.0003758312377613038,0.00018216449825558811
30,8.727966633159667e-05,9.239171049557626e-05,2.5e-05,0.00011551928764674813,0.00010466700769029558,6.21008948655799e-05,0.00037692420301027596,0.0003598025650717318,0.0004365564964246005,0.00045348331332206726,0.00017224636394530535
31,9.119729656958953e-05,9.50480462051928e-05,2.5e-05,0.00011498758976813406,0.000111740329884924,6.226706318557262e-05,0.00048763732775114477,0.0004415712901391089,0.0006255169864743948,0.00040721421828493476,0.000245916802668944
32,9.019606659421697e-05,9.468789357924834e-05,2.5e-05,0.00011831118172267452,0.00010889390978263691,6.135056901257485e-05,0.0003680555382743478,0.0003984064678661525,0.0005189563962630928,0.000491691695060581,0.000214922140003182
33,8.337472536368296e-05,9.205306560033932e-05,2.5e-05,0.00011372697190381587,0.00011068784078815952,6.042274253559299e-05,0.00033081381116062403,0.00034027628134936094,0.0004383414052426815,0.00039437084342353046,0.00019757900736294687
34,8.175121183739975e-05,8.220309973694384e-05,2.5e-05,0.00010164259583689272,8.503306162310764e-05,6.038558422005735e-05,0.0006561307236552238,0.000542444468010217,0.0007662556599825621,0.0005318926414474845,0.0002154986432287842
35,8.138297562254593e-05,8.38847627164796e-05,2.5e-05,0.00010384693450760096,9.383270662510768e-05,5.647643774864264e-05,0.00036875478690490127,0.00041761616012081504,0.0005011028260923922,0.0005919649265706539,0.00020864236284978688
36,8.187385537894443e-05,8.425598934991285e-05,2.5e-05,0.00010556628694757819,9.077118011191487e-05,5.8812587667489424e-05,0.0005171356024220586,0.00046848313650116324,0.0006450245855376124,0.0004983910475857556,0.00021338123769965023
37,8.296991290990263e-05,8.448653534287587e-05,2.5e-05,0.00010783604375319555,9.358199895359576e-05,5.355821849661879e-05,0.00037494165007956326,0.00039134424878284335,0.000427605293225497,0.0005312272696755826,0.00023160286946222186
38,7.716075924690813e-05,8.61543885548599e-05,2.5e-05,0.00010619456588756293,0.00010590355668682605,5.535865420824848e-05,0.0003617584879975766,0.000385104474844411,0.0005398201174102724,0.0004708093183580786,0.00016802994650788605
39,7.587084110127762e-05,7.675075175939128e-05,1.25e-05,9.43993145483546e-05,8.526936289854348e-05,5.1463455747580156e-05,0.0004700886202044785,0.0004228978359606117,0.0005788308335468173,0.0004418356984388083,0.00020083619165234268
40,7.188337622210383e-05,7.985932461451739e-05,1.25e-05,9.736269566928968e-05,9.79131946223788e-05,5.227806468610652e-05,0.00034836895065382123,0.0003622419317252934,0.0004845115472562611,0.00041043246164917946,0.0002056548692053184
41,7.140603702282533e-05,7.566039130324498e-05,1.25e-05,9.678915375843644e-05,8.436332427663729e-05,5.0083112000720575e-05,0.0004072645679116249,0.000382592756068334,0.00043081125477328897,0.0005165417678654194,0.0001757535501383245
42,7.425119838444516e-05,7.845683285268024e-05,1.25e-05,9.856564429355785e-05,8.783968951320276e-05,5.3170762839727104e-05,0.0006130903493613005,0.0004903509980067611,0.000645160733256489,0.00048418386722914875,0.00021896892576478422
43,7.129619916668162e-05,7.227000605780631e-05,1.25e-05,9.027632040670142e-05,7.694328087382019e-05,5.0564198318170384e-05,0.00036811913014389575,0.00035646543256007135,0.0004597391525749117,0.00040836259722709656,0.00018964079208672047
